order_id,product_id,order_unit_price,quantity,discount
10436,64,26.60,30,0.10
10436,75,6.20,24,0.10
10437,53,26.20,15,0.00
10438,19,7.30,15,0.20
10438,34,11.20,20,0.20
10438,57,15.60,15,0.20
10439,12,30.40,15,0.00
10439,16,13.90,16,0.00
10439,64,26.60,6,0.00
10439,74,8.00,30,0.00
10440,2,15.20,45,0.15
10440,16,13.90,49,0.15
10440,29,99.00,24,0.15
10440,61,22.80,90,0.15
10441,27,35.10,50,0.00
10442,11,16.80,30,0.00
10442,54,5.90,80,0.00
10442,66,13.60,60,0.00
10443,11,16.80,6,0.20
10443,28,36.40,12,0.00
10444,17,31.20,10,0.00
10444,26,24.90,15,0.00
10444,35,14.40,8,0.00
10444,41,7.70,30,0.00
10445,39,14.40,6,0.00
10445,54,5.90,15,0.00
10446,19,7.30,12,0.10
10446,24,3.60,20,0.10
10446,31,10.00,3,0.10
10446,52,5.60,15,0.10
10447,19,7.30,40,0.00
10447,65,16.80,35,0.00
10447,71,17.20,2,0.00
10448,26,24.90,6,0.00
10448,40,14.70,20,0.00
10449,10,24.80,14,0.00
10449,52,5.60,20,0.00
10449,62,39.40,35,0.00
10450,10,24.80,20,0.20
10450,54,5.90,6,0.20
10451,55,19.20,120,0.10
10451,64,26.60,35,0.10
10451,65,16.80,28,0.10
10451,77,10.40,55,0.10
10452,28,36.40,15,0.00
10452,44,15.50,100,0.05
10453,48,10.20,15,0.10
10453,70,12.00,25,0.10
10454,16,13.90,20,0.20
10454,33,2.00,20,0.20
10454,46,9.60,10,0.20
10455,39,14.40,20,0.00
10455,53,26.20,50,0.00
10455,61,22.80,25,0.00
10455,71,17.20,30,0.00
10456,21,8.00,40,0.15
10456,49,16.00,21,0.15
10457,59,44.00,36,0.00
10458,26,24.90,30,0.00
10458,28,36.40,30,0.00
10458,43,36.80,20,0.00
10458,56,30.40,15,0.00
10458,71,17.20,50,0.00
10459,7,24.00,16,0.05
10459,46,9.60,20,0.05
10459,72,27.80,40,0.00
10460,68,10.00,21,0.25
10460,75,6.20,4,0.25
10461,21,8.00,40,0.25
10461,30,20.70,28,0.25
10461,55,19.20,60,0.25
10462,13,4.80,1,0.00
10462,23,7.20,21,0.00
10463,19,7.30,21,0.00
10463,42,11.20,50,0.00
10464,4,17.60,16,0.20
10464,43,36.80,3,0.00
10464,56,30.40,30,0.20
10464,60,27.20,20,0.00
10465,24,3.60,25,0.00
10465,29,99.00,18,0.10
10465,40,14.70,20,0.00
10465,45,7.60,30,0.10
10465,50,13.00,25,0.00
10466,11,16.80,10,0.00
10466,46,9.60,5,0.00
10467,24,3.60,28,0.00
10467,25,11.20,12,0.00
10468,30,20.70,8,0.00
10468,43,36.80,15,0.00
10469,2,15.20,40,0.15
10469,16,13.90,35,0.15
10469,44,15.50,2,0.15
10470,18,50.00,30,0.00
10470,23,7.20,15,0.00
10470,64,26.60,8,0.00
10471,7,24.00,30,0.00
10471,56,30.40,20,0.00
10472,24,3.60,80,0.05
10472,51,42.40,18,0.00
10473,33,2.00,12,0.00
10473,71,17.20,12,0.00
10474,14,18.60,12,0.00
10474,28,36.40,18,0.00
10474,40,14.70,21,0.00
10474,75,6.20,10,0.00
10475,31,10.00,35,0.15
10475,66,13.60,60,0.15
10475,76,14.40,42,0.15
10476,55,19.20,2,0.05
10476,70,12.00,12,0.00
10477,1,14.40,15,0.00
10477,21,8.00,21,0.25
10477,39,14.40,20,0.25
10478,10,24.80,20,0.05
10479,38,210.80,30,0.00
10479,53,26.20,28,0.00
10479,59,44.00,60,0.00
10479,64,26.60,30,0.00
10480,47,7.60,30,0.00
10480,59,44.00,12,0.00
10481,49,16.00,24,0.00
10481,60,27.20,40,0.00
10482,40,14.70,10,0.00
10483,34,11.20,35,0.05
10483,77,10.40,30,0.05
10484,21,8.00,14,0.00
10484,40,14.70,10,0.00
10484,51,42.40,3,0.00
10485,2,15.20,20,0.10
10485,3,8.00,20,0.10
10485,55,19.20,30,0.10
10485,70,12.00,60,0.10
10486,11,16.80,5,0.00
10486,51,42.40,25,0.00
10486,74,8.00,16,0.00
10487,19,7.30,5,0.00
10487,26,24.90,30,0.00
10487,54,5.90,24,0.25
10488,59,44.00,30,0.00
10488,73,12.00,20,0.20
10489,11,16.80,15,0.25
10489,16,13.90,18,0.00
10490,59,44.00,60,0.00
10490,68,10.00,30,0.00
10490,75,6.20,36,0.00
10491,44,15.50,15,0.15
10491,77,10.40,7,0.15
10492,25,11.20,60,0.05
10492,42,11.20,20,0.05
10493,65,16.80,15,0.10
10493,66,13.60,10,0.10
10493,69,28.80,10,0.10
10494,56,30.40,30,0.00
10495,23,7.20,10,0.00
10495,41,7.70,20,0.00
10495,77,10.40,5,0.00
10496,31,10.00,20,0.05
10497,56,30.40,14,0.00
10497,72,27.80,25,0.00
10497,77,10.40,25,0.00
10498,24,4.50,14,0.00
10498,40,18.40,5,0.00
10498,42,14.00,30,0.00
10499,28,45.60,20,0.00
10499,49,20.00,25,0.00
10500,15,15.50,12,0.05
10500,28,45.60,8,0.05
10501,54,7.45,20,0.00
10502,45,9.50,21,0.00
10502,53,32.80,6,0.00
10502,67,14.00,30,0.00
10503,14,23.25,70,0.00
10503,65,21.05,20,0.00
10504,2,19.00,12,0.00
10504,21,10.00,12,0.00
10504,53,32.80,10,0.00
10504,61,28.50,25,0.00
10505,62,49.30,3,0.00
10506,25,14.00,18,0.10
10506,70,15.00,14,0.10
10507,43,46.00,15,0.15
10507,48,12.75,15,0.15
10508,13,6.00,10,0.00
10508,39,18.00,10,0.00
10509,28,45.60,3,0.00
10510,29,123.79,36,0.00
10510,75,7.75,36,0.10
10511,4,22.00,50,0.15
10511,7,30.00,50,0.15
10511,8,40.00,10,0.15
10512,24,4.50,10,0.15
10512,46,12.00,9,0.15
10512,47,9.50,6,0.15
10512,60,34.00,12,0.15
10513,21,10.00,40,0.20
10513,32,32.00,50,0.20
10513,61,28.50,15,0.20
10514,20,81.00,39,0.00
10514,28,45.60,35,0.00
10514,56,38.00,70,0.00
10514,65,21.05,39,0.00
10514,75,7.75,50,0.00
10515,9,97.00,16,0.15
10515,16,17.45,50,0.00
10515,27,43.90,120,0.00
10515,33,2.50,16,0.15
10515,60,34.00,84,0.15
10516,18,62.50,25,0.10
10516,41,9.65,80,0.10
10516,42,14.00,20,0.00
10517,52,7.00,6,0.00
10517,59,55.00,4,0.00
10517,70,15.00,6,0.00
10518,24,4.50,5,0.00
10518,38,263.50,15,0.00
10518,44,19.45,9,0.00
10519,10,31.00,16,0.05
10519,56,38.00,40,0.00
10519,60,34.00,10,0.05
10520,24,4.50,8,0.00
10520,53,32.80,5,0.00
10521,35,18.00,3,0.00
10521,41,9.65,10,0.00
10521,68,12.50,6,0.00
10522,1,18.00,40,0.20
10522,8,40.00,24,0.00
10522,30,25.89,20,0.20
10522,40,18.40,25,0.20
10523,17,39.00,25,0.10
10523,20,81.00,15,0.10
10523,37,26.00,18,0.10
10523,41,9.65,6,0.10
10524,10,31.00,2,0.00
10524,30,25.89,10,0.00
10524,43,46.00,60,0.00
10524,54,7.45,15,0.00
10525,36,19.00,30,0.00
10525,40,18.40,15,0.10
10526,1,18.00,8,0.15
10526,13,6.00,10,0.00
10526,56,38.00,30,0.15
10527,4,22.00,50,0.10
10527,36,19.00,30,0.10
10528,11,21.00,3,0.00
10528,33,2.50,8,0.20
10528,72,34.80,9,0.00
10529,55,24.00,14,0.00
10529,68,12.50,20,0.00
10529,69,36.00,10,0.00
10530,17,39.00,40,0.00
10530,43,46.00,25,0.00
10530,61,28.50,20,0.00
10530,76,18.00,50,0.00
10531,59,55.00,2,0.00
10532,30,25.89,15,0.00
10532,66,17.00,24,0.00
10533,4,22.00,50,0.05
10533,72,34.80,24,0.00
10533,73,15.00,24,0.05
10534,30,25.89,10,0.00
10534,40,18.40,10,0.20
10534,54,7.45,10,0.20
10535,11,21.00,50,0.10
10535,40,18.40,10,0.10
10535,57,19.50,5,0.10
10535,59,55.00,15,0.10
10536,12,38.00,15,0.25
10536,31,12.50,20,0.00
10536,33,2.50,30,0.00
10536,60,34.00,35,0.25
10537,31,12.50,30,0.00
10537,51,53.00,6,0.00
10537,58,13.25,20,0.00
10537,72,34.80,21,0.00
10537,73,15.00,9,0.00
10538,70,15.00,7,0.00
10538,72,34.80,1,0.00
10539,13,6.00,8,0.00
10539,21,10.00,15,0.00
10539,33,2.50,15,0.00
10539,49,20.00,6,0.00
10540,3,10.00,60,0.00
10540,26,31.23,40,0.00
10540,38,263.50,30,0.00
10540,68,12.50,35,0.00
10541,24,4.50,35,0.10
10541,38,263.50,4,0.10
10541,65,21.05,36,0.10
10541,71,21.50,9,0.10
10542,11,21.00,15,0.05
10542,54,7.45,24,0.05
10543,12,38.00,30,0.15
10543,23,9.00,70,0.15
10544,28,45.60,7,0.00
10544,67,14.00,7,0.00
10545,11,21.00,10,0.00
10546,7,30.00,10,0.00
10546,35,18.00,30,0.00
10546,62,49.30,40,0.00
10547,32,32.00,24,0.15
10547,36,19.00,60,0.00
10548,34,14.00,10,0.25
10548,41,9.65,14,0.00
10549,31,12.50,55,0.15
10549,45,9.50,100,0.15
10549,51,53.00,48,0.15
10550,17,39.00,8,0.10
10550,19,9.20,10,0.00
10550,21,10.00,6,0.10
10550,61,28.50,10,0.10
10551,16,17.45,40,0.15
10551,35,18.00,20,0.15
10551,44,19.45,40,0.00
10552,69,36.00,18,0.00
10552,75,7.75,30,0.00
10553,11,21.00,15,0.00
10553,16,17.45,14,0.00
10553,22,21.00,24,0.00
10553,31,12.50,30,0.00
10553,35,18.00,6,0.00
10554,16,17.45,30,0.05
10554,23,9.00,20,0.05
10554,62,49.30,20,0.05
10554,77,13.00,10,0.05
10555,14,23.25,30,0.20
10555,19,9.20,35,0.20
10555,24,4.50,18,0.20
10555,51,53.00,20,0.20
10555,56,38.00,40,0.20
10556,72,34.80,24,0.00
10557,64,33.25,30,0.00
10557,75,7.75,20,0.00
10558,47,9.50,25,0.00
10558,51,53.00,20,0.00
10558,52,7.00,30,0.00
10558,53,32.80,18,0.00
10558,73,15.00,3,0.00
10559,41,9.65,12,0.05
10559,55,24.00,18,0.05
10560,30,25.89,20,0.00
10560,62,49.30,15,0.25
10561,44,19.45,10,0.00
10561,51,53.00,50,0.00
10562,33,2.50,20,0.10
10562,62,49.30,10,0.10
10563,36,19.00,25,0.00
10563,52,7.00,70,0.00
10564,17,39.00,16,0.05
10564,31,12.50,6,0.05
10564,55,24.00,25,0.05
10565,24,4.50,25,0.10
10565,64,33.25,18,0.10
10566,11,21.00,35,0.15
10566,18,62.50,18,0.15
10566,76,18.00,10,0.00
10567,31,12.50,60,0.20
10567,51,53.00,3,0.00
10567,59,55.00,40,0.20
10568,10,31.00,5,0.00
10569,31,12.50,35,0.20
10569,76,18.00,30,0.00
10570,11,21.00,15,0.05
10570,56,38.00,60,0.05
10571,14,23.25,11,0.15
10571,42,14.00,28,0.15
10572,16,17.45,12,0.10
10572,32,32.00,10,0.10
10572,40,18.40,50,0.00
10572,75,7.75,15,0.10
10573,17,39.00,18,0.00
10573,34,14.00,40,0.00
10573,53,32.80,25,0.00
10574,33,2.50,14,0.00
10574,40,18.40,2,0.00
10574,62,49.30,10,0.00
10574,64,33.25,6,0.00
10575,59,55.00,12,0.00
10575,63,43.90,6,0.00
10575,72,34.80,30,0.00
10575,76,18.00,10,0.00
10576,1,18.00,10,0.00
10576,31,12.50,20,0.00
10576,44,19.45,21,0.00
10577,39,18.00,10,0.00
10577,75,7.75,20,0.00
10577,77,13.00,18,0.00
10578,35,18.00,20,0.00
10578,57,19.50,6,0.00
10579,15,15.50,10,0.00
10579,75,7.75,21,0.00
10580,14,23.25,15,0.05
10580,41,9.65,9,0.05
10580,65,21.05,30,0.05
10581,75,7.75,50,0.20
10582,57,19.50,4,0.00
10582,76,18.00,14,0.00
10583,29,123.79,10,0.00
10583,60,34.00,24,0.15
10583,69,36.00,10,0.15
10584,31,12.50,50,0.05
10585,47,9.50,15,0.00
10586,52,7.00,4,0.15
10587,26,31.23,6,0.00
10587,35,18.00,20,0.00
10587,77,13.00,20,0.00
10588,18,62.50,40,0.20
10588,42,14.00,100,0.20
10589,35,18.00,4,0.00
10590,1,18.00,20,0.00
10590,77,13.00,60,0.05
10591,3,10.00,14,0.00
10591,7,30.00,10,0.00
10591,54,7.45,50,0.00
10592,15,15.50,25,0.05
10592,26,31.23,5,0.05
10593,20,81.00,21,0.20
10593,69,36.00,20,0.20
10593,76,18.00,4,0.20
10594,52,7.00,24,0.00
10594,58,13.25,30,0.00
10595,35,18.00,30,0.25
10595,61,28.50,120,0.25
10595,69,36.00,65,0.25
10596,56,38.00,5,0.20
10596,63,43.90,24,0.20
10596,75,7.75,30,0.20
10597,24,4.50,35,0.20
10597,57,19.50,20,0.00
10597,65,21.05,12,0.20
10598,27,43.90,50,0.00
10598,71,21.50,9,0.00
10599,62,49.30,10,0.00
10600,54,7.45,4,0.00
10600,73,15.00,30,0.00
10601,13,6.00,60,0.00
10601,59,55.00,35,0.00
10602,77,13.00,5,0.25
10603,22,21.00,48,0.00
10603,49,20.00,25,0.05
10604,48,12.75,6,0.10
10604,76,18.00,10,0.10
10605,16,17.45,30,0.05
10605,59,55.00,20,0.05
10605,60,34.00,70,0.05
10605,71,21.50,15,0.05
10606,4,22.00,20,0.20
10606,55,24.00,20,0.20
10606,62,49.30,10,0.20
10607,7,30.00,45,0.00
10607,17,39.00,100,0.00
10607,33,2.50,14,0.00
10607,40,18.40,42,0.00
10607,72,34.80,12,0.00
10608,56,38.00,28,0.00
10609,1,18.00,3,0.00
10609,10,31.00,10,0.00
10609,21,10.00,6,0.00
10610,36,19.00,21,0.25
10611,1,18.00,6,0.00
10611,2,19.00,10,0.00
10611,60,34.00,15,0.00
10612,10,31.00,70,0.00
10612,36,19.00,55,0.00
10612,49,20.00,18,0.00
10612,60,34.00,40,0.00
10612,76,18.00,80,0.00
10613,13,6.00,8,0.10
10613,75,7.75,40,0.00
10614,11,21.00,14,0.00
10614,21,10.00,8,0.00
10614,39,18.00,5,0.00
10615,55,24.00,5,0.00
10616,38,263.50,15,0.05
10616,56,38.00,14,0.00
10616,70,15.00,15,0.05
10616,71,21.50,15,0.05
10617,59,55.00,30,0.15
10618,6,25.00,70,0.00
10618,56,38.00,20,0.00
10618,68,12.50,15,0.00
10619,21,10.00,42,0.00
10619,22,21.00,40,0.00
10620,24,4.50,5,0.00
10620,52,7.00,5,0.00
10621,19,9.20,5,0.00
10621,23,9.00,10,0.00
10621,70,15.00,20,0.00
10621,71,21.50,15,0.00
10622,2,19.00,20,0.00
10622,68,12.50,18,0.20
10623,14,23.25,21,0.00
10623,19,9.20,15,0.10
10623,21,10.00,25,0.10
10623,24,4.50,3,0.00
10623,35,18.00,30,0.10
10624,28,45.60,10,0.00
10624,29,123.79,6,0.00
10624,44,19.45,10,0.00
10625,14,23.25,3,0.00
10625,42,14.00,5,0.00
10625,60,34.00,10,0.00
